档案编号,姓名,Unnamed: 2,性别,年龄,证件号码,人群分类,出生日期,现住址,本人电话,联系人姓名,联系人电话,档案状态,责任医生,创建人,所属机构,档案备注,建档时间
37032***908,姓名2111,,男,84,370***********3312,"签约居民,老年人",1941-**-**,地址1224,,联系人2034,151****6684,活动,医生21,创建人21,机构12,,2025-08-26
37032***866,姓名2070,,男,68,370***********3334,"签约居民,老年人",1957-**-**,地址1224,136****8388,联系人1550,135****9388,活动,医生21,创建人21,机构12,-1,2023-10-22
37032***854,姓名2241,,男,77,370***********2114,"签约居民,高血压,老年人",1948-**-**,地址1224,130****1276,联系人1633,185****5664,活动,医生21,创建人21,机构12,-1,2023-09-25
37032***507,姓名2134,,女,89,370***********3329,"签约居民,老年人",1936-**-**,地址1292,,联系人1179,152****8012,活动,医生21,创建人21,机构12,-1,2013-02-27
37032***702,姓名2834,,女,72,370***********3324,"签约居民,高血压,糖尿病,老年人",1953-**-**,地址1292,158****9606,,,活动,医生21,创建人21,机构12,-1,2012-03-07
37032***395,姓名2095,,男,79,370***********3312,"签约居民,高血压,糖尿病,老年人",1946-**-**,地址1272,135****8595,,,活动,医生21,创建人21,机构12,-1,2010-09-26
37032***192,姓名2587,,女,75,370***********3323,"签约居民,高血压,老年人,高血脂",1950-**-**,地址1246,153****6910,,,活动,医生21,创建人21,机构12,-1,2010-09-26
37032***208,姓名763,,女,74,370***********3345,"签约居民,老年人,高血脂",1951-**-**,地址1275,158****8390,,188****9593,活动,医生21,创建人21,机构12,-1,2010-09-26
37032***211,姓名973,,女,69,370***********3327,"签约居民,老年人",1956-**-**,地址1280,157****7430,,,活动,医生21,创建人21,机构12,-1,2010-09-26
37032***577,姓名1966,,男,69,370***********3315,"签约居民,老年人",1956-**-**,地址1257,153****9528,联系人2518,153****2058,活动,医生21,创建人21,机构12,-1,2010-09-26
37032***170,姓名2109,,男,77,370***********3339,"签约居民,老年人,高血脂",1948-**-**,地址1252,138****6382,,152****3151,活动,医生21,创建人21,机构12,-1,2010-09-25
37032***623,姓名1987,,男,73,370***********3314,"签约居民,高血压,糖尿病,老年人",1952-**-**,地址1234,136****1426,,189****1455,活动,医生21,创建人21,机构12,-1,2010-09-24
37032***128,姓名1986,,男,73,370***********3315,"签约居民,老年人,残疾人",1952-**-**,地址1262,150****4138,,135****5663,活动,医生21,创建人21,机构12,-1,2010-09-24
37032***217,姓名174,,女,77,370***********3342,"签约居民,高血压,糖尿病,老年人",1948-**-**,地址1267,136****8861,联系人1818,,活动,医生21,创建人21,机构12,-1,2010-09-12
37032***253,姓名2065,,男,79,370***********3311,"签约居民,老年人,高血脂",1946-**-**,地址1259,135****7155,,,活动,医生21,创建人21,机构12,-1,2010-09-12
37032***453,姓名459,,男,82,370***********3335,"签约居民,高血压,糖尿病,老年人",1943-**-**,地址1284,,联系人399,139****4528,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***070,姓名2107,,男,70,370***********335X,"签约居民,高血压,老年人",1955-**-**,地址1245,182****7311,,133****4806,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***131,姓名2096,,男,70,370***********3316,"签约居民,高血压,老年人,残疾人",1955-**-**,地址1237,158****5604,,139****5382,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***047,姓名2081,,男,68,370***********3337,"签约居民,高血压,老年人",1957-**-**,地址1241,150****6119,联系人1960,156****3106,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***137,姓名1988,,男,70,370***********3374,"签约居民,糖尿病,老年人",1955-**-**,地址1225,136****1741,,151****3116,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***283,姓名2069,,男,75,370***********3318,"签约居民,高血压,老年人,高血脂",1950-**-**,地址1263,137****9048,,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***399,姓名2106,,男,75,370***********3314,"签约居民,高血压,老年人",1949-**-**,地址1226,135****8392,,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***188,姓名212,,女,76,370***********3323,"签约居民,高血压,老年人,高血脂",1949-**-**,地址1266,150****8756,,133****5965,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***113,姓名1967,,男,75,370***********3313,"签约居民,高血压,老年人",1950-**-**,地址1288,135****6612,,183****0192,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***374,姓名2094,,男,77,370***********3350,"签约居民,高血压,老年人,残疾人",1948-**-**,地址1256,176****6020,,138****8492,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***338,姓名149,,女,76,370***********3347,"签约居民,高血压,老年人",1949-**-**,地址1240,158****6120,,186****6883,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***177,姓名2073,,男,72,370***********3317,"签约居民,糖尿病,老年人",1953-**-**,地址1291,138****2417,联系人1904,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***212,姓名2071,,男,76,370***********3351,"签约居民,高血压,老年人",1949-**-**,地址1242,183****0681,,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***391,姓名1211,,女,66,370***********3320,"签约居民,高血压,老年人",1959-**-**,地址1289,155****2896,联系人1840,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***413,姓名2153,,男,76,370***********3317,"签约居民,高血压,老年人",1949-**-**,地址1273,139****2968,,139****2958,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***471,姓名2154,,男,75,370***********3312,"签约居民,高血压,糖尿病,老年人,高血脂",1950-**-**,地址1255,177****9829,,186****9989,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***576,姓名2097,,男,73,370***********3331,"签约居民,高血压,糖尿病,老年人",1952-**-**,地址1236,138****6578,,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***139,姓名106,,女,72,370***********3388,"签约居民,高血压,糖尿病,老年人",1953-**-**,地址1247,158****8133,联系人1886,135****5482,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***384,姓名2072,,男,65,370***********3339,"签约居民,高血压,糖尿病,老年人",1959-**-**,地址1271,150****1293,联系人1042,138****8194,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***581,姓名2566,,女,78,370***********3329,"签约居民,高血压,老年人",1947-**-**,地址1261,,联系人54,150****9459,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***129,姓名3001,,女,79,370***********3343,"签约居民,高血压,老年人,高血脂",1946-**-**,地址1282,134****8771,,150****6366,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***469,姓名2152,,男,77,370***********331X,"签约居民,老年人",1948-**-**,地址1254,189****6546,联系人2182,189****6146,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***102,姓名1234,,女,74,370***********3343,"签约居民,老年人",1951-**-**,地址1281,135****9381,,130****4697,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***341,姓名3023,,女,73,370***********3369,"签约居民,老年人",1952-**-**,地址1235,152****3161,,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***148,姓名2080,,男,73,370***********3311,"签约居民,老年人",1952-**-**,地址1231,135****7798,联系人1858,151****4777,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***540,姓名2118,,男,71,370***********333X,"签约居民,老年人",1953-**-**,地址1232,150****9897,联系人1550,158****8426,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***034,姓名2110,,男,71,370***********3333,"签约居民,老年人",1954-**-**,地址1276,135****4400,联系人2015,135****9499,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***346,姓名2075,,男,70,370***********3319,"签约居民,老年人",1955-**-**,地址1285,138****1493,,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***518,姓名2063,,男,68,370***********3314,"签约居民,老年人",1957-**-**,地址1235,151****5202,,139****6354,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***698,姓名2397,,女,68,370***********332X,"签约居民,老年人",1957-**-**,地址1265,187****1631,联系人1841,159****8754,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***719,姓名2067,,男,81,370***********3311,"签约居民,老年人",1944-**-**,地址1229,134****8362,,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***009,姓名2100,,男,81,370***********3310,"签约居民,老年人",1944-**-**,地址1278,,联系人739,138****8220,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***282,姓名2103,,男,80,370***********3310,"签约居民,老年人,高血脂",1945-**-**,地址1286,138****1493,,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***427,姓名2088,,男,65,370***********3331,"签约居民,老年人",1960-**-**,地址1283,137****3809,,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***587,姓名2077,,男,73,370***********3317,"签约居民,老年人,高血脂",1952-**-**,地址1259,,,,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***110,姓名2015,,男,67,370***********3335,"签约居民,老年人,残疾人",1958-**-**,地址1269,134****8653,联系人1776,138****6291,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***868,姓名51,,男,75,370***********3316,"签约居民,老年人",1950-**-**,地址1224,134****1501,联系人858,134****1501,活动,医生21,创建人21,机构12,-1,2019-10-26
37032***517,姓名2093,,男,68,370***********3318,"签约居民,老年人",1957-**-**,地址1243,182****6568,联系人1899,150****3743,活动,医生21,创建人21,机构12,-1,2010-09-26
37032***474,姓名2074,,男,70,370***********3338,"签约居民,老年人",1955-**-**,地址1268,136****8423,联系人1887,134****2671,活动,医生21,创建人21,机构12,-1,2010-09-26
37032***322,姓名2194,,男,74,370***********3316,"签约居民,老年人",1951-**-**,地址1251,134****6319,联系人2769,136****4867,活动,医生21,创建人21,机构12,-1,2010-09-25
37032***624,姓名2176,,男,82,370***********3318,"签约居民,高血压,老年人",1943-**-**,地址1260,135****1065,联系人1977,136****8944,活动,医生21,创建人21,机构12,-1,2010-09-24
37032***059,姓名1985,,男,68,370***********3317,"签约居民,老年人",1957-**-**,地址1233,182****0925,联系人1453,182****9375,活动,医生21,创建人21,机构12,-1,2010-09-24
37032***688,姓名2099,,男,86,370***********3312,"签约居民,老年人",1939-**-**,地址1250,139****4752,联系人1901,139****4752,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***637,姓名2076,,男,72,370***********3375,"签约居民,老年人",1953-**-**,地址1277,187****3981,联系人1889,187****3981,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***627,姓名2392,,男,79,370***********3317,"签约居民,老年人,高血脂",1946-**-**,地址1244,182****3401,联系人2735,132****6159,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***605,姓名2098,,男,74,370***********3334,"签约居民,老年人",1951-**-**,地址1258,130****8885,联系人1900,130****8885,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***508,姓名214,,女,67,370***********3069,"签约居民,老年人",1958-**-**,地址1264,135****2079,联系人1903,135****6706,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***425,姓名2068,,男,70,370***********3358,"签约居民,老年人,高血脂",1955-**-**,地址1290,152****9112,联系人1885,138****4186,活动,医生21,创建人21,机构12,-1,2010-09-10
37032***007,姓名2708,,男,69,370***********3319,"签约居民,老年人",1956-**-**,地址1262,152****9946,联系人2470,152****9946,活动,医生21,创建人21,机构12,-1,2010-09-10
