档案编号,姓名,Unnamed: 2,性别,年龄,证件号码,人群分类,出生日期,现住址,本人电话,联系人姓名,联系人电话,档案状态,责任医生,创建人,所属机构,档案备注,建档时间
37032***165,姓名2395,,男,72,370***********3355,"签约居民,老年人",1953-**-**,地址1094,135****9098,联系人2022,,活动,医生31,创建人32,机构11,-1,2024-01-07
37032***792,姓名1606,,男,73,370***********3357,"签约居民,糖尿病,老年人,高血脂",1952-**-**,地址1115,158****5956,联系人1443,130****0452,活动,医生31,创建人32,机构11,-1,2012-08-23
37032***082,姓名1213,,女,75,370***********3363,"签约居民,高血压,老年人,高血脂",1950-**-**,地址1215,130****0452,联系人1534,135****8595,活动,医生31,创建人32,机构11,-1,2011-08-17
37032***456,姓名1956,,男,70,370***********3315,"签约居民,高血压,老年人,脑卒中",1955-**-**,地址1170,157****3391,联系人265,130****0452,活动,医生31,创建人32,机构11,-1,2011-08-17
37032***221,姓名1835,,女,73,370***********3327,"签约居民,老年人,冠心病",1952-**-**,地址1154,135****3236,联系人942,138****4880,活动,医生31,创建人32,机构11,-1,2010-08-29
37032***338,姓名983,,男,68,370***********3337,"签约居民,老年人",1957-**-**,地址1153,135****4571,联系人1261,138****4148,活动,医生31,创建人32,机构11,-1,2010-08-29
37032***479,姓名1766,,女,67,370***********3368,"签约居民,老年人,计生特扶家庭",1958-**-**,地址1166,134****8782,联系人2163,158****8583,活动,医生31,创建人32,机构11,-1,2010-08-28
37032***280,姓名1768,,女,75,370***********3328,"签约居民,老年人,高血脂",1950-**-**,地址1155,155****7438,联系人1541,,活动,医生31,创建人32,机构11,-1,2010-08-28
37032***568,姓名1980,,男,72,370***********333X,"签约居民,老年人",1953-**-**,地址1179,135****7068,联系人616,,活动,医生31,创建人32,机构11,-1,2010-08-28
37032***397,姓名2172,,女,72,370***********3322,"签约居民,老年人",1953-**-**,地址1186,151****1996,联系人1540,136****9286,活动,医生31,创建人32,机构11,-1,2010-08-28
37032***378,姓名1694,,男,70,370***********3356,"签约居民,老年人",1955-**-**,地址1152,053****0920,联系人2639,,活动,医生31,创建人32,机构11,-1,2010-08-28
37032***475,姓名1933,,男,69,370***********3358,"签约居民,老年人",1956-**-**,地址1189,135****8795,联系人2627,,活动,医生31,创建人32,机构11,-1,2010-08-28
37032***273,姓名2285,,男,73,370***********3318,"签约居民,老年人",1952-**-**,地址1191,136****8226,联系人2114,158****8117,活动,医生31,创建人32,机构11,-1,2010-08-27
37032***293,姓名591,,女,71,370***********3386,"签约居民,老年人",1954-**-**,地址1171,182****6462,联系人1824,,活动,医生31,创建人32,机构11,-1,2010-08-27
37032***262,姓名2416,,男,69,370***********3336,"签约居民,老年人",1956-**-**,地址1192,159****8658,联系人1804,,活动,医生31,创建人32,机构11,-1,2010-08-27
37032***277,姓名2398,,男,69,370***********3311,"签约居民,老年人",1956-**-**,地址1162,134****2160,联系人2482,,活动,医生31,创建人32,机构11,-1,2010-08-27
37032***806,姓名1605,,男,68,370***********3336,"签约居民,老年人",1957-**-**,地址1140,135****2029,联系人1352,,活动,医生31,创建人32,机构11,-1,2010-08-25
37032***991,姓名2816,,女,72,370***********3340,"签约居民,老年人",1953-**-**,地址1173,130****0452,联系人1860,,活动,医生31,创建人32,机构11,-1,2010-08-25
37032***597,姓名185,,女,73,370***********332X,"签约居民,高血压,糖尿病,老年人,高血脂",1952-**-**,地址1184,138****6892,联系人1792,135****8415,活动,医生31,创建人32,机构11,-1,2010-08-25
37032***548,姓名1473,,女,74,370***********3344,"签约居民,高血压,糖尿病,老年人,高血脂",1950-**-**,地址1099,135****9773,联系人1874,135****9917,活动,医生31,创建人32,机构11,-1,2010-08-25
37032***534,姓名315,,女,75,370***********3342,"签约居民,老年人,高血脂",1950-**-**,地址1143,130****0452,联系人1810,,活动,医生31,创建人32,机构11,-1,2010-08-24
37032***352,姓名1601,,男,72,370***********3354,"签约居民,老年人,高血脂",1953-**-**,地址1169,138****0286,联系人458,,活动,医生31,创建人32,机构11,-1,2010-08-24
37032***535,姓名1598,,男,68,370***********3318,"签约居民,老年人",1957-**-**,地址1174,137****6315,联系人260,,活动,医生31,创建人32,机构11,-1,2010-08-24
37032***734,姓名1578,,男,66,370***********3318,"签约居民,老年人",1958-**-**,地址1183,135****9984,联系人2720,,活动,医生31,创建人32,机构11,-1,2010-08-24
37032***671,姓名1602,,男,69,370***********3356,"签约居民,高血压,老年人,高血脂,贫困户",1955-**-**,地址1101,151****1367,联系人1492,138****6892,活动,医生31,创建人32,机构11,-1,2010-08-24
37032***290,姓名717,,女,72,370***********3361,"签约居民,高血压,糖尿病,老年人,高血脂",1953-**-**,地址1161,151****1043,联系人1816,138****9700,活动,医生31,创建人32,机构11,-1,2010-08-24
37032***858,姓名2830,,男,65,370***********3313,"签约居民,老年人",1960-**-**,地址1214,150****8522,联系人1453,,活动,医生31,创建人32,机构11,-1,2010-08-23
37032***592,姓名1604,,男,75,370***********3316,"签约居民,高血压,老年人,冠心病",1950-**-**,地址1113,152****6726,联系人1665,138****3187,活动,医生31,创建人32,机构11,-1,2010-08-23
37032***073,姓名1749,,女,72,370***********3324,"签约居民,老年人,高血脂",1953-**-**,地址1105,182****1175,联系人1433,138****6892,活动,医生31,创建人32,机构11,-1,2010-08-22
37032***666,姓名1292,,女,71,370***********3328,"签约居民,老年人,高血脂",1954-**-**,地址1124,138****6867,联系人2213,,活动,医生31,创建人32,机构11,-1,2010-08-22
37032***057,姓名2186,,女,70,370***********3344,"签约居民,老年人",1955-**-**,地址1200,053****0710,联系人2189,138****6892,活动,医生31,创建人32,机构11,-1,2010-08-22
37032***639,姓名2880,,女,66,370***********3402,"签约居民,高血压,老年人",1959-**-**,地址1104,155****5580,联系人2187,138****7885,活动,医生31,创建人32,机构11,-1,2010-08-22
37032***771,姓名795,,男,72,370***********3317,"签约居民,高血压,糖尿病,老年人,高血脂,计生特扶家庭",1953-**-**,地址1120,138****6892,联系人889,053****0710,活动,医生31,创建人32,机构11,-1,2010-08-21
37032***760,姓名1596,,男,72,370***********3319,"签约居民,老年人",1953-**-**,地址1167,156****9928,联系人667,152****8171,活动,医生31,创建人32,机构11,-1,2010-08-21
37032***350,姓名1577,,男,69,370***********3313,"签约居民,老年人",1956-**-**,地址1204,139****7682,联系人1529,130****7513,活动,医生31,创建人32,机构11,-1,2010-08-21
37032***093,姓名1589,,男,66,370***********3313,"签约居民,高血压,糖尿病,老年人,高血脂",1958-**-**,地址1102,150****9257,联系人1440,130****0452,活动,医生31,创建人32,机构11,-1,2010-08-21
37032***769,姓名2101,,男,75,370***********3312,"签约居民,老年人,高血脂",1950-**-**,地址1223,136****8027,联系人2218,,活动,医生31,创建人32,机构11,-1,2010-08-20
37032***149,姓名2083,,男,70,370***********3313,"签约居民,老年人",1955-**-**,地址1110,138****5171,联系人1141,,活动,医生31,创建人32,机构11,-1,2010-08-20
37032***076,姓名1989,,男,66,370***********3314,"签约居民,老年人",1959-**-**,地址1212,182****9129,联系人2818,158****8621,活动,医生31,创建人32,机构11,-1,2010-08-20
37032***416,姓名741,,男,67,370***********3314,"签约居民,老年人",1958-**-**,地址1220,135****0783,联系人1747,,活动,医生31,创建人32,机构11,-1,2010-08-19
37032***468,姓名2573,,男,71,370***********3336,"签约居民,老年人",1954-**-**,地址1144,187****2728,联系人2798,,活动,医生31,创建人32,机构11,-1,2010-08-18
37032***393,姓名2127,,男,70,370***********3354,"签约居民,老年人",1954-**-**,地址1205,138****4484,联系人2206,,活动,医生31,创建人32,机构11,-1,2010-08-18
37032***472,姓名1976,,男,75,370***********3314,"签约居民,高血压,老年人",1950-**-**,地址1209,138****6892,联系人1869,134****5830,活动,医生31,创建人32,机构11,-1,2010-08-18
37032***384,姓名2049,,男,75,370***********3319,"签约居民,高血压,老年人,高血脂",1950-**-**,地址1188,130****9605,联系人2110,130****0452,活动,医生31,创建人32,机构11,-1,2010-08-18
37032***967,姓名2406,,女,75,370***********3323,"签约居民,老年人,高血脂,计生特扶家庭",1950-**-**,地址1207,152****4844,联系人2698,,活动,医生31,创建人32,机构11,-1,2010-08-17
37032***005,姓名1295,,女,71,370***********3344,"签约居民,高血压,老年人,冠心病,贫困户",1954-**-**,地址1172,053****0710,联系人1839,130****0452,活动,医生31,创建人32,机构11,-1,2010-08-17
37032***886,姓名2576,,男,70,370***********3377,"签约居民,高血压,老年人",1955-**-**,地址1109,159****8688,联系人2317,158****1617,活动,医生31,创建人32,机构11,-1,2010-08-17
37032***086,姓名1934,,女,74,370***********3349,"签约居民,高血压,糖尿病,老年人,残疾人",1951-**-**,地址1194,130****0452,联系人1523,156****8085,活动,医生31,创建人32,机构11,-1,2010-08-17
37032***186,姓名715,,女,71,370***********332X,"签约居民,高血压,糖尿病,老年人,高血脂",1954-**-**,地址1201,130****0452,联系人2700,183****6770,活动,医生31,创建人32,机构11,-1,2010-08-17
37032***308,姓名1222,,女,68,370***********3326,"签约居民,老年人",1957-**-**,地址1185,150****7969,联系人2192,,活动,医生31,创建人32,机构11,-1,2010-08-16
37032***147,姓名1659,,男,67,370***********333X,"签约居民,老年人",1958-**-**,地址1193,182****6096,联系人664,138****0098,活动,医生31,创建人32,机构11,-1,2010-08-16
37032***548,姓名2413,,男,75,370***********3316,"签约居民,老年人",1950-**-**,地址1151,159****4569,联系人2201,135****8991,活动,医生31,创建人32,机构11,-1,2010-08-15
37032***542,姓名2451,,男,75,370***********3312,"签约居民,老年人,残疾人,高血脂",1950-**-**,地址1095,138****9898,联系人64,182****6369,活动,医生31,创建人32,机构11,-1,2010-08-14
37032***390,姓名2452,,男,75,370***********3317,"签约居民,老年人",1950-**-**,地址1135,187****8710,联系人1085,135****3954,活动,医生31,创建人32,机构11,-1,2010-08-14
37032***322,姓名2391,,男,72,370***********3350,"签约居民,老年人,高血脂",1953-**-**,地址1136,135****8767,联系人728,138****2244,活动,医生31,创建人32,机构11,-1,2010-08-14
37032***470,姓名2418,,男,72,370***********3319,"签约居民,老年人",1953-**-**,地址1175,150****9787,联系人2124,,活动,医生31,创建人32,机构11,-1,2010-08-14
37032***532,姓名2453,,男,71,370***********3357,"签约居民,老年人",1953-**-**,地址1132,156****3757,联系人2210,137****9085,活动,医生31,创建人32,机构11,-1,2010-08-14
37032***496,姓名2412,,男,72,370***********3319,"签约居民,老年人",1953-**-**,地址1111,138****7310,联系人1497,135****2039,活动,医生31,创建人32,机构11,-1,2010-08-14
37032***038,姓名1220,,女,75,370***********3320,"签约居民,老年人,高血脂",1950-**-**,地址1210,138****9286,联系人1806,,活动,医生31,创建人32,机构11,-1,2010-08-13
37032***213,姓名1471,,女,70,370***********3344,"签约居民,老年人",1954-**-**,地址1190,185****3276,联系人1866,,活动,医生31,创建人32,机构11,-1,2010-08-13
37032***407,姓名2041,,男,70,370***********3317,"签约居民,老年人",1955-**-**,地址1217,186****5095,联系人465,186****3325,活动,医生31,创建人32,机构11,-1,2010-08-13
37032***307,姓名2393,,男,68,370***********331X,"签约居民,高血压,老年人",1957-**-**,地址1149,136****8703,联系人1500,137****7761,活动,医生31,创建人32,机构11,-1,2010-08-13
37032***105,姓名2242,,男,73,370***********3313,"签约居民,老年人",1952-**-**,地址1131,138****8562,联系人2228,,活动,医生31,创建人32,机构11,-1,2010-08-12
37032***056,姓名2813,,女,72,370***********3347,"签约居民,老年人",1953-**-**,地址1103,137****0773,联系人1783,136****6460,活动,医生31,创建人32,机构11,-1,2010-08-12
37032***197,姓名1220,,女,70,370***********3329,"签约居民,老年人",1955-**-**,地址1114,134****8181,联系人1776,,活动,医生31,创建人32,机构11,-1,2010-08-12
37032***156,姓名426,,女,70,370***********332X,"签约居民,老年人,高血脂",1955-**-**,地址1216,137****4873,联系人1864,,活动,医生31,创建人32,机构11,-1,2010-08-12
37032***186,姓名2433,,女,70,370***********332X,"签约居民,老年人",1955-**-**,地址1206,159****6718,联系人1856,135****1669,活动,医生31,创建人32,机构11,-1,2010-08-12
37032***144,姓名1591,,男,68,370***********3314,"签约居民,老年人",1957-**-**,地址1177,135****6594,联系人653,,活动,医生31,创建人32,机构11,-1,2010-08-12
37032***016,姓名2572,,男,73,370***********3319,"签约居民,老年人,高血脂",1951-**-**,地址1097,155****4231,,,活动,医生31,创建人32,机构11,-1,2010-08-10
37032***586,姓名2050,,男,69,370***********3313,"签约居民,高血压,老年人",1956-**-**,地址1122,151****1762,联系人335,150****4061,活动,医生31,创建人32,机构11,-1,2010-08-10
37032***696,姓名1261,,女,74,370***********3322,"签约居民,糖尿病,老年人,高血脂",1951-**-**,地址1125,134****8905,联系人2188,156****7926,活动,医生31,创建人32,机构11,-1,2012-08-31
37032***885,姓名1603,,男,66,370***********335X,"签约居民,老年人",1959-**-**,地址1126,135****4783,联系人1188,135****4783,活动,医生31,创建人32,机构11,-1,2012-08-30
37032***197,姓名2229,,女,72,370***********3361,"签约居民,老年人",1953-**-**,地址1142,185****7073,联系人2087,185****7073,活动,医生31,创建人32,机构11,-1,2012-08-29
