档案编号,姓名,Unnamed: 2,性别,年龄,证件号码,人群分类,出生日期,现住址,本人电话,联系人姓名,联系人电话,档案状态,责任医生,创建人,所属机构,档案备注,建档时间
37032***424,姓名302,,男,72,370***********6313,"签约居民,老年人",1952-**-**,地址2970,135****4191,联系人832,135****4191,活动,医生18,创建人18,机构32,-1,2023-12-03
37032***400,姓名1282,,男,72,370***********3318,"签约居民,老年人",1953-**-**,地址2970,137****8726,联系人2044,150****6326,活动,医生18,创建人18,机构32,-1,2023-10-29
37032***249,姓名1568,,男,84,142***********0012,"签约居民,老年人,高血脂",1941-**-**,地址2970,183****4417,联系人1426,,活动,医生18,创建人18,机构32,-1,2019-03-22
37032***998,姓名1560,,男,82,370***********0033,"签约居民,老年人",1943-**-**,地址3005,185****5858,联系人1429,131****8076,活动,医生18,创建人18,机构32,-1,2017-06-20
37032***032,姓名1191,,男,76,370***********3317,"签约居民,老年人",1949-**-**,地址3022,135****9649,联系人1109,135****9507,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***150,姓名1395,,男,74,370***********3311,"签约居民,老年人",1951-**-**,地址3064,150****6111,联系人1423,153****3789,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***115,姓名1617,,女,75,370***********3321,"签约居民,老年人",1950-**-**,地址3024,138****5954,联系人2613,176****1954,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***127,姓名2965,,女,67,370***********3323,"签约居民,老年人",1958-**-**,地址3042,182****5099,联系人1136,139****7352,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***034,姓名2541,,男,72,370***********3310,"签约居民,高血压,老年人",1953-**-**,地址3048,135****9919,联系人2325,159****8132,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***134,姓名1620,,女,77,370***********3328,"签约居民,高血压,糖尿病,老年人",1948-**-**,地址3031,180****4338,联系人2310,136****9009,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***047,姓名1263,,女,92,370***********3325,"签约居民,高血压,糖尿病,老年人,贫困户",1932-**-**,地址3069,139****2815,联系人2328,,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***097,姓名1476,,女,85,370***********3343,"签约居民,高血压,老年人",1939-**-**,地址2993,185****5663,联系人2579,182****7795,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***036,姓名872,,男,69,370***********3331,"签约居民,老年人",1956-**-**,地址3009,182****6705,联系人2113,182****6705,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***106,姓名1036,,男,69,370***********3318,"签约居民,老年人",1955-**-**,地址2977,151****5380,联系人2354,139****2815,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***092,姓名926,,男,71,370***********3396,"签约居民,高血压,老年人",1954-**-**,地址3027,134****4933,联系人904,152****4095,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***860,姓名1206,,男,69,370***********3332,"签约居民,老年人",1955-**-**,地址2986,139****4874,联系人1275,152****5235,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***877,姓名1392,,男,67,370***********3318,"签约居民,老年人",1958-**-**,地址2975,150****8062,联系人1251,177****7932,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***894,姓名1281,,男,71,370***********3353,"签约居民,高血压,老年人",1954-**-**,地址3008,138****1238,联系人1199,,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***961,姓名1435,,男,74,370***********3319,"签约居民,老年人",1951-**-**,地址2985,135****4871,联系人1978,188****3983,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***911,姓名814,,男,68,370***********3318,"签约居民,老年人",1957-**-**,地址3030,157****6783,联系人1123,134****6022,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***969,姓名369,,女,72,370***********334X,"签约居民,老年人",1953-**-**,地址3065,134****1970,联系人1286,158****6331,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***226,姓名1437,,男,80,370***********331X,"签约居民,老年人",1945-**-**,地址2988,138****0087,联系人2268,187****0109,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***979,姓名794,,男,72,370***********3339,"签约居民,高血压,老年人",1953-**-**,地址3023,156****3618,联系人815,135****3444,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***934,姓名1537,,男,71,370***********3312,"签约居民,老年人",1954-**-**,地址3012,183****5253,联系人2777,138****4455,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***982,姓名768,,女,67,370***********3327,"签约居民,老年人",1958-**-**,地址3020,134****1938,联系人1386,134****1938,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***893,姓名851,,男,72,370***********3339,"签约居民,老年人",1952-**-**,地址2990,185****3246,联系人1931,187****4296,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***880,姓名1319,,男,67,370***********3318,"签约居民,高血压,老年人",1958-**-**,地址3039,135****6731,联系人1219,134****7745,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***853,姓名1580,,女,72,370***********002X,"签约居民,老年人",1953-**-**,地址3049,158****8307,联系人1228,150****4369,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***890,姓名2025,,女,85,370***********3327,"签约居民,老年人,残疾人,高血脂,贫困户",1940-**-**,地址3013,189****3746,联系人1852,189****3746,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***867,姓名2167,,男,79,370***********3314,"签约居民,高血压,老年人",1945-**-**,地址3034,135****5176,联系人1907,151****0911,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***876,姓名1662,,男,68,370***********3334,"签约居民,老年人",1956-**-**,地址3053,138****5494,联系人2612,158****8374,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***962,姓名1321,,男,71,370***********3310,"签约居民,老年人",1954-**-**,地址3021,136****1163,联系人1221,,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***697,姓名1422,,男,67,370***********331X,"签约居民,老年人",1958-**-**,地址2995,135****1959,联系人660,134****2429,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***693,姓名2026,,男,71,370***********3335,"签约居民,老年人",1954-**-**,地址3036,137****7213,联系人1995,139****5428,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***674,姓名1711,,女,74,370***********3324,"签约居民,老年人",1951-**-**,地址3025,158****8054,联系人1026,135****3588,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***647,姓名2550,,女,79,370***********3345,"签约居民,老年人",1946-**-**,地址2982,156****5179,联系人2335,156****5179,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***654,姓名1658,,女,70,370***********3389,"签约居民,老年人,严重精神障碍,残疾人,贫困户",1955-**-**,地址3052,137****6950,联系人1068,137****5785,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***646,姓名2177,,女,75,370***********3324,"签约居民,糖尿病,老年人,高血脂",1950-**-**,地址3045,134****3283,联系人817,147****6523,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***643,姓名1846,,女,81,370***********3328,"签约居民,高血压,老年人",1944-**-**,地址3035,182****8611,联系人1687,135****2699,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***382,姓名1340,,男,69,370***********3334,"签约居民,老年人",1956-**-**,地址3054,135****1190,联系人611,182****5886,活动,医生18,创建人18,机构32,-1,2010-10-01
37032***581,姓名578,,女,81,370***********3323,"签约居民,老年人",1944-**-**,地址3041,150****0657,联系人1025,,活动,医生18,创建人18,机构32,-1,2010-10-01
