档案编号,姓名,Unnamed: 2,性别,年龄,证件号码,人群分类,出生日期,现住址,本人电话,联系人姓名,联系人电话,档案状态,责任医生,创建人,所属机构,档案备注,建档时间
37032***188,姓名425,,男,83,370***********3318,"签约居民,老年人,残疾人",1942-**-**,地址256,,联系人789,138****0294,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***437,姓名1160,,女,73,370***********3328,"签约居民,老年人",1952-**-**,地址276,,联系人416,150****1884,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***452,姓名2276,,男,76,370***********3316,"签约居民,老年人",1949-**-**,地址277,135****2202,联系人2023,135****9071,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***215,姓名2145,,男,71,370***********3312,"签约居民,老年人,贫困户,城乡五保户",1954-**-**,地址269,157****1501,联系人1943,138****8682,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***222,姓名582,,男,65,370***********3337,"签约居民,老年人",1960-**-**,地址260,156****5228,联系人2277,137****3442,活动,医生24,创建人25,机构3,-1,2010-08-06
37032***303,姓名2798,,女,75,370***********3329,"签约居民,老年人,高血脂,慢阻肺,贫困户,城乡五保户",1950-**-**,地址280,130****0941,联系人2074,182****3305,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***470,姓名465,,男,75,370***********3315,"签约居民,老年人,高血脂",1950-**-**,地址279,135****3466,联系人1964,8513725,活动,医生6,创建人6,机构3,-1,2013-04-25
37032***186,姓名599,,男,73,370***********3338,"签约居民,老年人",1952-**-**,地址275,183****9525,联系人2602,183****9676,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***453,姓名1777,,女,71,370***********3329,"签约居民,高血压,糖尿病,老年人,高血脂",1954-**-**,地址255,138****7394,联系人593,138****4334,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***419,姓名244,,女,91,370***********3326,"签约居民,老年人,高血脂",1934-**-**,地址268,185****3089,联系人591,151****6181,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***385,姓名1464,,女,74,370***********3309,"签约居民,老年人",1951-**-**,地址261,186****0111,联系人423,159****5801,活动,医生24,创建人25,机构3,-1,2010-08-06
37032***382,姓名2469,,男,70,370***********3314,"签约居民,高血压,老年人",1955-**-**,地址273,159****8416,联系人2267,150****1579,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***379,姓名2208,,女,71,370***********3327,"签约居民,高血压,老年人",1954-**-**,地址272,135****9452,联系人398,138****0294,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***293,姓名580,,男,66,370***********3317,"签约居民,老年人",1959-**-**,地址257,130****8422,联系人589,136****8885,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***143,姓名596,,男,83,370***********3332,"签约居民,老年人,贫困户",1942-**-**,地址254,183****5093,联系人600,155****6270,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***281,姓名429,,男,67,370***********3312,"签约居民,老年人",1958-**-**,地址271,139****1671,联系人386,131****3866,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***302,姓名598,,男,87,370***********331X,"签约居民,高血压,老年人",1938-**-**,地址278,139****4374,联系人608,155****4723,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***311,姓名2448,,女,87,370***********332X,"签约居民,老年人",1938-**-**,地址281,8518977,联系人2072,158****8518,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***464,姓名2266,,男,76,370***********3315,"签约居民,高血压,糖尿病,老年人,高血脂",1949-**-**,地址282,152****7857,联系人1994,138****0294,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***249,姓名602,,男,65,370***********3337,"签约居民,老年人",1960-**-**,地址274,182****4216,联系人2524,158****1720,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***229,姓名452,,男,70,370***********3355,"签约居民,老年人",1955-**-**,地址262,132****2947,联系人1703,186****3223,活动,医生24,创建人25,机构3,-1,2010-08-06
37032***232,姓名581,,男,70,370***********3334,"签约居民,高血压,糖尿病,老年人,高血脂,贫困户,城乡五保户",1955-**-**,地址263,139****1134,联系人595,138****6152,活动,医生24,创建人25,机构3,-1,2010-08-06
37032***285,姓名504,,女,69,370***********334X,"签约居民,高血压,老年人",1956-**-**,地址267,186****7682,联系人439,185****3006,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***212,姓名2468,,女,68,370***********3407,"签约居民,高血压,老年人",1957-**-**,地址258,150****8228,联系人590,134****8615,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***243,姓名584,,男,70,370***********3336,"签约居民,高血压,糖尿病,老年人,高血脂",1955-**-**,地址265,135****7819,联系人863,151****3459,活动,医生24,创建人25,机构3,-1,2010-08-06
37032***460,姓名2143,,男,79,370***********3319,"签约居民,老年人",1946-**-**,地址270,185****7842,联系人623,159****2972,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***254,姓名583,,女,72,370***********3320,"签约居民,高血压,老年人,高血脂",1953-**-**,地址259,135****3960,联系人2251,138****0294,活动,医生24,创建人25,机构3,-1,2010-08-06
37032***224,姓名250,,女,88,370***********3320,"签约居民,老年人",1937-**-**,地址264,135****9487,联系人610,158****7564,活动,医生6,创建人6,机构3,-1,2010-08-06
37032***042,姓名2140,,男,87,370***********3311,"签约居民,老年人,贫困户,城乡五保户",1938-**-**,地址266,185****7842,联系人1942,159****2972,活动,医生6,创建人6,机构3,-1,2010-08-06
